MOFID,Label_Stab,sample_weight,ATS7p,ATSC3p,VE2_X,P_VSA_v_3,SpMax8_Bh_m,P_VSA_s_3,Molecular_Topological_Index_Unit,SM2_B_p,TIC2,Eig11_EA_ed,Eig13_AEA_ed,VE1_X,SpMaxA_B_s,MLOGP2,SM13_AEA_bo,JGT,VE3sign_H2,IC2,P_VSA_LogP_7,F04_C_N,Eig06_EA_ri,P_VSA_LogP_5,SpMin6_Bh_s,SpMax4_Bh_e,LogP_Linker,GATS2m,SpMin1_Bh_s,X3v,SpMax4_Bh_m,GGI5
L14-N-CoCo-C,0,1.066925,5.888,44.292,0.065,309.878,3.98,158.258,5863.745934,5.98,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,0.964,1.534,31.646,4.363,6.546
L14-N-CrCr-C,0,3.0,6.018,59.772,0.065,309.878,3.973,158.258,5863.745934,6.1,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,0.91,1.592,35.989,4.359,6.546
L14-N-CuCu-C,1,3.0,5.839,39.106,0.065,309.878,3.983,158.258,5863.745934,5.948,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,0.995,1.5,29.94,4.364,6.546
L14-N-FeFe-C,0,3.0,5.918,47.652,0.065,309.878,3.977,158.258,5863.745934,6.003,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,0.941,1.552,32.773,4.362,6.546
L14-N-MnMn-C,0,3.0,5.95,51.411,0.065,309.878,3.976,158.258,5863.745934,6.031,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,0.934,1.572,34.178,4.361,6.546
L14-N-NiNi-C,1,3.0,5.864,41.692,0.065,309.878,3.98,158.258,5863.745934,5.963,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,0.962,1.516,30.719,4.363,6.546
L14-N-ScSc-C,0,3.0,6.187,84.012,0.065,309.878,3.958,158.258,5863.745934,6.334,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,0.847,1.662,47.474,4.345,6.546
L14-N-TiTi-C,0,3.0,6.103,71.376,0.065,309.878,3.966,158.258,5863.745934,6.208,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,0.874,1.638,41.931,4.354,6.546
L14-N-VV-C,0,3.0,6.041,62.844,0.065,309.878,3.972,158.258,5863.745934,6.127,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,0.901,1.614,38.429,4.359,6.546
L14-N-ZnZn-C,1,2.67086667,5.874,42.805,0.065,309.878,3.984,158.258,5863.745934,5.97,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,42,3.219,140.995,1.166,4.04,4.2552,1.006,1.485,29.276,4.364,6.546
L14-O-CoCo-C,0,3.0,5.88,45.077,0.065,314.852,3.98,163.232,12299.32196,5.979,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,0.961,1.488,30.548,4.363,6.546
L14-O-CrCr-C,0,3.0,6.011,60.38,0.065,314.852,3.973,163.232,12299.32196,6.099,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,0.907,1.542,34.513,4.359,6.546
L14-O-CuCu-C,0,3.0,5.831,39.951,0.065,314.852,3.983,163.232,12299.32196,5.947,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,0.993,1.463,28.987,4.364,6.546
L14-O-FeFe-C,0,3.0,5.91,48.398,0.065,314.852,3.977,163.232,12299.32196,6.002,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,0.938,1.505,31.578,4.362,6.546
L14-O-MnMn-C,0,3.0,5.943,52.114,0.065,314.852,3.976,163.232,12299.32196,6.03,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,0.931,1.523,32.861,4.361,6.546
L14-O-NiNi-C,0,3.0,5.855,42.508,0.065,314.852,3.98,163.232,12299.32196,5.962,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,0.96,1.472,29.7,4.363,6.546
L14-O-ScSc-C,0,3.0,6.181,84.354,0.065,314.852,3.958,163.232,12299.32196,6.334,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,0.844,1.608,44.955,4.345,6.546
L14-O-TiTi-C,0,3.0,6.097,71.856,0.065,314.852,3.966,163.232,12299.32196,6.207,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,0.871,1.585,39.922,4.354,6.546
L14-O-VV-C,0,3.0,6.034,63.418,0.065,314.852,3.972,163.232,12299.32196,6.127,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,0.898,1.563,36.736,4.359,6.546
L14-O-ZnZn-C,0,3.0,5.866,43.607,0.065,314.852,3.984,163.232,12299.32196,5.969,472.491,10.01,6.366,5.236,0.067,2.9,3.296,0.305,-16.702,4.295,353.133,28,3.219,145.969,1.165,4.04,5.2424,1.004,1.463,28.377,4.364,6.546
L15-N-CoCo-C,0,1.45191667,6.056,43.878,0.065,494.653,4.293,343.033,5863.745934,6.029,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.911,1.534,41.091,4.569,6.546
L15-N-CrCr-C,0,3.0,6.167,58.707,0.065,494.653,4.287,343.033,5863.745934,6.144,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.866,1.593,45.434,4.565,6.546
L15-N-CuCu-C,1,3.0,6.015,38.935,0.065,494.653,4.294,343.033,5863.745934,5.999,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.939,1.5,39.385,4.571,6.546
L15-N-FeFe-C,0,3.0,6.082,47.088,0.065,494.653,4.291,343.033,5863.745934,6.051,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.891,1.552,42.218,4.568,6.546
L15-N-MnMn-C,0,3.0,6.109,50.685,0.065,494.653,4.29,343.033,5863.745934,6.078,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.885,1.572,43.623,4.568,6.546
L15-N-NiNi-C,1,3.0,6.036,41.398,0.065,494.653,4.292,343.033,5863.745934,6.014,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.909,1.517,40.164,4.569,6.546
L15-N-ScSc-C,0,3.0,6.315,91.27,0.065,494.653,4.266,343.033,5863.745934,6.369,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.819,1.662,56.919,4.507,6.546
L15-N-TiTi-C,0,3.0,6.241,69.889,0.065,494.653,4.279,343.033,5863.745934,6.247,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.838,1.638,51.376,4.553,6.546
L15-N-VV-C,0,3.0,6.188,61.661,0.065,494.653,4.286,343.033,5863.745934,6.17,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.859,1.615,47.873,4.563,6.546
L15-N-ZnZn-C,1,2.784625,6.045,42.459,0.065,494.653,4.295,343.033,5863.745934,6.02,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,42,3.076,64.937,1.199,4.012,6.1292,0.95,1.485,38.72,4.571,6.546
L15-O-CoCo-C,0,3.0,6.05,44.419,0.065,499.627,4.293,348.007,12306.54124,6.028,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.91,1.488,39.993,4.569,6.546
L15-O-CrCr-C,0,3.0,6.161,59.064,0.065,499.627,4.287,348.007,12306.54124,6.143,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.865,1.543,43.958,4.565,6.546
L15-O-CuCu-C,0,3.0,6.008,39.537,0.065,499.627,4.294,348.007,12306.54124,5.998,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.938,1.463,38.431,4.571,6.546
L15-O-FeFe-C,0,3.0,6.075,47.588,0.065,499.627,4.291,348.007,12306.54124,6.05,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.891,1.505,41.023,4.568,6.546
L15-O-MnMn-C,0,3.0,6.103,51.14,0.065,499.627,4.29,348.007,12306.54124,6.077,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.885,1.523,42.306,4.568,6.546
L15-O-NiNi-C,0,3.0,6.029,41.97,0.065,499.627,4.292,348.007,12306.54124,6.013,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.909,1.473,39.144,4.569,6.546
L15-O-ScSc-C,0,3.0,6.31,90.285,0.065,499.627,4.266,348.007,12306.54124,6.369,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.818,1.609,54.4,4.507,6.546
L15-O-TiTi-C,0,3.0,6.236,70.113,0.065,499.627,4.279,348.007,12306.54124,6.247,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.838,1.585,49.367,4.553,6.546
L15-O-VV-C,0,3.0,6.182,61.983,0.065,499.627,4.286,348.007,12306.54124,6.17,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.858,1.563,46.181,4.564,6.546
L15-O-ZnZn-C,0,2.837475,6.038,43.018,0.065,499.627,4.295,348.007,12306.54124,6.019,472.491,10.01,6.366,5.236,0.064,56.813,3.296,0.305,-16.702,4.295,603.355,28,3.076,69.91,1.198,4.012,7.1164,0.949,1.463,37.822,4.571,6.546
L16-N-CoCo-C,1,3.0,5.884,43.92,0.092,459.554,3.819,99.457,5614.782326,6.02,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,38,3.234,91.034,1.235,4.118,5.2634,1.044,1.562,31.262,4.264,5.948
L16-N-CrCr-C,1,3.0,5.968,56.336,0.092,459.554,3.807,99.457,5614.782326,6.136,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,38,3.234,91.034,1.235,4.117,5.2634,0.991,1.588,35.563,4.263,5.948
L16-N-CuCu-C,1,3.0,5.853,39.683,0.092,459.554,3.826,99.457,5614.782326,5.99,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,38,3.234,91.034,1.235,4.118,5.2634,1.075,1.562,29.573,4.265,5.948
L16-N-FeFe-C,1,3.0,5.903,46.645,0.092,459.554,3.814,99.457,5614.782326,6.042,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,38,3.234,91.034,1.235,4.118,5.2634,1.021,1.562,32.377,4.264,5.948
L16-N-MnMn-C,1,3.0,5.924,49.673,0.092,459.554,3.812,99.457,5614.782326,6.069,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,38,3.234,91.034,1.235,4.118,5.2634,1.014,1.567,33.769,4.263,5.948
L16-N-NiNi-C,1,3.0,5.869,41.801,0.092,459.554,3.819,99.457,5614.782326,6.004,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,38,3.234,91.034,1.235,4.118,5.2634,1.042,1.562,30.344,4.264,5.948
L16-N-TiTi-C,1,3.0,6.025,65.428,0.092,459.554,3.797,99.457,5614.782326,6.24,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,38,3.234,91.034,1.235,4.117,5.2634,0.957,1.633,41.455,4.261,5.948
L16-N-VV-C,1,3.0,5.983,58.76,0.092,459.554,3.804,99.457,5614.782326,6.163,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,38,3.234,91.034,1.235,4.117,5.2634,0.983,1.61,37.981,4.262,5.948
L16-N-ZnZn-C,1,3.0,5.875,42.709,0.092,459.554,3.828,99.457,5614.782326,6.011,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,38,3.234,91.034,1.235,4.118,5.2634,1.087,1.562,28.915,4.265,5.948
L16-O-CoCo-C,1,3.0,5.876,44.821,0.092,464.528,3.819,104.43,11727.41639,6.019,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,24,3.234,96.007,1.232,4.118,6.2506,1.04,1.562,30.171,4.264,5.948
L16-O-CrCr-C,1,3.0,5.961,57.102,0.092,464.528,3.807,104.43,11727.41639,6.135,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,24,3.234,96.007,1.232,4.117,6.2506,0.987,1.562,34.096,4.263,5.948
L16-O-CuCu-C,1,3.0,5.845,40.63,0.092,464.528,3.826,104.43,11727.41639,5.989,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,24,3.234,96.007,1.232,4.118,6.2506,1.072,1.562,28.626,4.265,5.948
L16-O-FeFe-C,1,3.0,5.895,47.516,0.092,464.528,3.814,104.43,11727.41639,6.042,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,24,3.234,96.007,1.232,4.118,6.2506,1.018,1.562,31.19,4.264,5.948
L16-O-MnMn-C,1,3.0,5.916,50.511,0.092,464.528,3.812,104.43,11727.41639,6.069,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,24,3.234,96.007,1.232,4.118,6.2506,1.011,1.562,32.46,4.263,5.948
L16-O-NiNi-C,1,3.0,5.861,42.725,0.092,464.528,3.819,104.43,11727.41639,6.003,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,24,3.234,96.007,1.232,4.118,6.2506,1.039,1.562,29.331,4.264,5.948
L16-O-TiTi-C,1,3.0,6.018,66.095,0.092,464.528,3.797,104.43,11727.41639,6.24,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,24,3.234,96.007,1.232,4.117,6.2506,0.953,1.58,39.457,4.261,5.948
L16-O-VV-C,1,3.0,5.976,59.5,0.092,464.528,3.804,104.43,11727.41639,6.162,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,24,3.234,96.007,1.232,4.117,6.2506,0.979,1.562,36.299,4.262,5.948
L16-O-ZnZn-C,1,3.0,5.867,43.623,0.092,464.528,3.829,104.43,11727.41639,6.01,421.125,9.027,6.106,7.724,0.06,75.891,3.273,0.34,-13.969,3.239,541.471,24,3.234,96.007,1.232,4.118,6.2506,1.084,1.562,28.023,4.265,5.948
L17-N-CoCo-C,0,2.80405833,6.016,45.545,0.051,428.51,4.084,106.318,6426.892488,6.202,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,1.021,1.529,32.968,4.211,7.688
L17-N-CoCo-CHO,0,3.0,6.075,45.713,0.051,438.777,4.084,112.689,6661.440493,6.233,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,102,3.107,157.686,1.168,4.142,3.5268,1.024,1.532,33.415,4.211,7.924
L17-N-CrCr-C,0,3.0,6.06,59.137,0.051,428.51,4.08,106.318,6426.892488,6.3,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,0.961,1.588,37.27,4.21,7.688
L17-N-CrCr-CHO,0,3.0,6.134,59.159,0.051,438.777,4.08,112.689,6661.440493,6.328,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,102,3.107,157.686,1.168,4.142,3.5268,0.963,1.59,37.716,4.21,7.924
L17-N-CuCu-C,1,3.0,6.0,40.852,0.051,428.51,4.085,106.318,6426.892488,6.177,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,1.057,1.496,31.28,4.212,7.688
L17-N-CuCu-CHO,1,1.98105,6.054,41.07,0.051,438.777,4.085,112.689,6661.440493,6.209,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,102,3.107,157.686,1.168,4.142,3.5268,1.06,1.5,31.726,4.212,7.924
L17-N-FeFe-C,0,3.0,6.026,48.547,0.051,428.51,4.083,106.318,6426.892488,6.221,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,0.995,1.548,34.084,4.211,7.688
L17-N-FeFe-CHO,0,3.0,6.088,48.684,0.051,438.777,4.083,112.689,6661.440493,6.251,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,102,3.107,157.686,1.168,4.142,3.5268,0.998,1.551,34.53,4.211,7.924
L17-N-MnMn-C,0,3.0,6.037,51.871,0.051,428.51,4.082,106.318,6426.892488,6.243,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,0.987,1.567,35.476,4.211,7.688
L17-N-MnMn-CHO,0,3.0,6.103,51.972,0.051,438.777,4.082,112.689,6661.440493,6.273,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,102,3.107,157.686,1.168,4.142,3.5268,0.99,1.57,35.922,4.211,7.924
L17-N-NiNi-C,1,1.41586667,6.008,43.201,0.051,428.51,4.084,106.318,6426.892488,6.189,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,1.019,1.512,32.05,4.211,7.688
L17-N-NiNi-CHO,0,1.06799167,6.064,43.395,0.051,438.777,4.084,112.689,6661.440493,6.221,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,102,3.107,157.686,1.168,4.142,3.5268,1.022,1.516,32.497,4.211,7.924
L17-N-ScSc-C,0,3.0,6.124,79.274,0.051,428.51,4.072,106.318,6426.892488,6.496,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,0.894,1.658,48.663,4.207,7.688
L17-N-ScSc-CHO,0,3.0,6.217,79.068,0.051,438.777,4.072,112.689,6661.440493,6.519,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,102,3.107,157.686,1.168,4.142,3.5268,0.896,1.66,49.109,4.207,7.924
L17-N-TiTi-C,0,3.0,6.092,68.944,0.051,428.51,4.076,106.318,6426.892488,6.389,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,0.922,1.633,43.162,4.209,7.688
L17-N-TiTi-CHO,0,3.0,6.175,68.857,0.051,438.777,4.076,112.689,6661.440493,6.415,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,102,3.107,157.686,1.168,4.142,3.5268,0.924,1.635,43.608,4.209,7.924
L17-N-VV-C,0,3.0,6.069,61.764,0.051,428.51,4.079,106.318,6426.892488,6.322,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,0.951,1.61,39.688,4.21,7.688
L17-N-VV-CHO,0,3.0,6.145,61.757,0.051,438.777,4.079,112.689,6661.440493,6.35,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,102,3.107,157.686,1.168,4.142,3.5268,0.954,1.612,40.134,4.21,7.924
L17-N-ZnZn-C,0,2.0368,6.012,44.207,0.051,428.51,4.086,106.318,6426.892488,6.195,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,102,3.107,151.315,1.168,4.142,3.5268,1.07,1.481,30.622,4.212,7.688
L17-O-CoCo-C,0,3.0,6.013,46.406,0.051,433.484,4.084,111.291,12581.67442,6.202,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,1.018,1.483,31.877,4.211,7.688
L17-O-CoCo-CHO,0,3.0,6.071,46.592,0.051,443.751,4.084,117.662,12836.12349,6.233,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,1.021,1.488,32.323,4.211,7.924
L17-O-CrCr-C,0,3.0,6.057,59.898,0.051,433.484,4.08,111.291,12581.67442,6.299,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,0.958,1.538,35.803,4.21,7.688
L17-O-CrCr-CHO,0,3.0,6.13,59.941,0.051,443.751,4.08,117.662,12836.12349,6.327,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,0.961,1.541,36.249,4.21,7.924
L17-O-CuCu-C,0,3.0,5.997,41.748,0.051,433.484,4.085,111.291,12581.67442,6.176,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,1.054,1.453,30.333,4.212,7.688
L17-O-CuCu-CHO,0,3.0,6.05,41.982,0.051,443.751,4.085,117.662,12836.12349,6.208,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,1.058,1.458,30.779,4.212,7.924
L17-O-FeFe-C,0,3.0,6.023,49.386,0.051,433.484,4.083,111.291,12581.67442,6.22,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,0.992,1.5,32.897,4.211,7.688
L17-O-FeFe-CHO,0,3.0,6.084,49.541,0.051,443.751,4.083,117.662,12836.12349,6.251,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,0.995,1.504,33.343,4.211,7.924
L17-O-MnMn-C,0,3.0,6.034,52.685,0.051,433.484,4.082,111.291,12581.67442,6.243,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,0.984,1.518,34.167,4.211,7.688
L17-O-MnMn-CHO,0,3.0,6.099,52.805,0.051,443.751,4.082,117.662,12836.12349,6.273,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,0.987,1.522,34.613,4.211,7.924
L17-O-NiNi-C,0,3.0,6.005,44.08,0.051,433.484,4.084,111.291,12581.67442,6.188,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,1.016,1.468,31.038,4.211,7.688
L17-O-NiNi-CHO,0,3.0,6.061,44.29,0.051,443.751,4.084,117.662,12836.12349,6.22,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,1.019,1.472,31.484,4.211,7.924
L17-O-ScSc-C,0,3.0,6.121,79.883,0.051,433.484,4.072,111.291,12581.67442,6.495,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,0.891,1.604,46.157,4.207,7.688
L17-O-ScSc-CHO,0,3.0,6.214,79.703,0.051,443.751,4.072,117.662,12836.12349,6.518,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,0.893,1.606,46.603,4.207,7.924
L17-O-TiTi-C,0,3.0,6.089,69.631,0.051,433.484,4.076,111.291,12581.67442,6.388,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,0.919,1.58,41.164,4.209,7.688
L17-O-TiTi-CHO,0,3.0,6.172,69.567,0.051,443.751,4.076,117.662,12836.12349,6.414,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,0.922,1.583,41.61,4.209,7.924
L17-O-VV-C,0,3.0,6.066,62.505,0.051,433.484,4.079,111.291,12581.67442,6.322,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,0.948,1.558,38.005,4.21,7.688
L17-O-VV-CHO,0,3.0,6.142,62.519,0.051,443.751,4.079,117.662,12836.12349,6.349,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,0.951,1.561,38.452,4.21,7.924
L17-O-ZnZn-C,0,3.0,6.008,45.077,0.051,433.484,4.086,111.291,12581.67442,6.194,593.027,10.861,6.425,5.254,0.051,109.379,3.223,0.357,-17.837,3.954,494.386,88,3.107,156.288,1.168,4.142,4.514,1.068,1.44,29.73,4.212,7.688
L17-O-ZnZn-CHO,0,3.0,6.065,45.277,0.051,443.751,4.086,117.662,12836.12349,6.225,643.046,10.861,6.443,5.514,0.069,85.924,3.223,0.371,-21.171,4.176,470.844,88,3.107,162.659,1.168,4.142,4.514,1.072,1.445,30.176,4.212,7.924
